,Age,Gender,Experience,Question,Option,Count
295,23-26 years old,Woman,Software development contributes to societal challenges by:,Software development contributes to societal challenges by:,"Improving healthcare through technology, such as telemedicine platforms and health tracking apps., Enhancing education with e-learning platforms, interactive learning tools, and virtual classrooms., Addressing climate change with environmental monitoring systems, carbon footprint calculators, and energy efficiency applications., Supporting economic development through fintech solutions, e-commerce platforms, and digital marketplaces.",1
296,23-26 years old,Woman,Software development contributes to societal challenges by:,Software development contributes to societal challenges by:,"Improving healthcare through technology, such as telemedicine platforms and health tracking apps., Addressing climate change with environmental monitoring systems, carbon footprint calculators, and energy efficiency applications., Supporting economic development through fintech solutions, e-commerce platforms, and digital marketplaces.",1
297,23-26 years old,Woman,"A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?","A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?",Use the AI’s suggestion as one of several factors in the decision,2
298,23-26 years old,Woman,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,Seek assistance from a colleague who knows the language.,1
299,23-26 years old,Woman,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,Suggest reallocating the project to someone with the necessary expertise.,1
300,23-26 years old,Woman,You discover a critical bug right before a software release. What immediate action do you take?,You discover a critical bug right before a software release. What immediate action do you take?,Release a limited beta version to a select group of users for further testing while addressing the bug.,2
301,23-26 years old,Woman,"In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","Inform your team leader or project manager about the bug immediately, and work collaboratively to assess its impact and decide on the next steps.",2
302,27-35 years old,Woman,What is you preferred development environment?,What is you preferred development environment?,Linux,1
303,27-35 years old,Woman, How do you learn to code?, How do you learn to code?,"Online Courses or Certification, Books, School (i.e, University, College, etc)",1
304,27-35 years old,Woman,What is the biggest challenge you face as a developer?,What is the biggest challenge you face as a developer?,Keeping up with new technologies,1
305,27-35 years old,Woman,"When choosing a programming language for a new project, you prioritize:","When choosing a programming language for a new project, you prioritize:",The specific requirements of the project,1
306,27-35 years old,Woman,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,Implement a combination of written documentation for clarity and regular check-ins for personal engagement and immediate feedback.,1
307,27-35 years old,Woman,How do you ensure that you stay up-to-date with industry changes as a software developer?,How do you ensure that you stay up-to-date with industry changes as a software developer?,"Regularly read industry blogs, websites, and journals to learn about the latest trends and technologies., Attend workshops, conferences, and webinars to gain insights from industry leaders and peers.",1
308,27-35 years old,Woman,How do you balance between innovation and meeting project deadlines?,How do you balance between innovation and meeting project deadlines?,Allocate specific time for research and innovation,1
309,27-35 years old,Woman,Software development contributes to societal challenges by:,Software development contributes to societal challenges by:,"Improving healthcare through technology, such as telemedicine platforms and health tracking apps., Enhancing education with e-learning platforms, interactive learning tools, and virtual classrooms., Addressing climate change with environmental monitoring systems, carbon footprint calculators, and energy efficiency applications., Supporting economic development through fintech solutions, e-commerce platforms, and digital marketplaces.",1
310,27-35 years old,Woman,"A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?","A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?",Ignore the AI’s suggestion and keep the employee,1
311,27-35 years old,Woman,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,Use your existing knowledge and adapt as you go.,1
312,27-35 years old,Woman,You discover a critical bug right before a software release. What immediate action do you take?,You discover a critical bug right before a software release. What immediate action do you take?,"Delay the release to assess and fix the bug, ensuring the product meets quality standards.",1
313,27-35 years old,Woman,"In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","Inform your team leader or project manager about the bug immediately, and work collaboratively to assess its impact and decide on the next steps.",1
